Sr.no,Airport Name,City,Country,Airport Code
5942,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA
5943,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK
5944,Jiwani Airport,Jiwani,Pakistan,JIW
5945,Hyderabad Airport,Hyderabad,Pakistan,HDD
5946,Khuzdar Airport,Khuzdar,Pakistan,KDD
5947,Ormara Airport,Ormara Raik,Pakistan,ORW
5948,Parachinar Airport,Parachinar,Pakistan,PAJ
5949,Skardu Airport,Skardu,Pakistan,KDU
5950,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW
5951,Turbat International Airport,Turbat,Pakistan,TUK
5952,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU
5953,Kamishly Airport,Kamishly,Syria,KAC
5954,Sayun International Airport,Sayun Intl,Yemen,GXF
5955,Bahia Piña Airport,Bahia Piña,Panama,BFQ
5956,EL Real Airport,El Real,Panama,ELE
5957,Contadora Airport,Contadora Island,Panama,OTD
5958,Sambu Airport,Boca de Sábalo,Panama,SAX
5959,Adak Airport,Adak Island,United States,ADK
5960,Gustavus Airport,Gustavus,United States,GST
5961,Skagway Airport,Skagway,United States,SGY
5962,Holy Cross Airport,Holy Cross,United States,HCR
5963,Haines Airport,Haines,United States,HNS
5964,Kalskag Airport,Kalskag,United States,KLG
5965,McGrath Airport,Mcgrath,United States,MCG
5966,Mountain Village Airport,Mountain Village,United States,MOU
5967,Aniak Airport,Aniak,United States,ANI
5968,Chevak Airport,Chevak,United States,VAK
5969,Wrangell Airport,Wrangell,United States,WRG
5970,Tadji Airport,Aitape,Papua New Guinea,ATP
5971,Gasmata Island Airport,Gasmata Island,Papua New Guinea,GMI
5972,Ihu Airport,Ihu,Papua New Guinea,IHU
5973,Nissan Island Airport,Nissan Island,Papua New Guinea,IIS
5974,Jacquinot Bay Airport,Jacquinot Bay,Papua New Guinea,JAQ
5975,Kandrian Airport,Kandrian,Papua New Guinea,KDR
5976,Kokoda Airport,Kokoda,Papua New Guinea,KKD
5977,Kamusi Airport,Kamusi,Papua New Guinea,KUY
5978,Lake Murray Airport,Lake Murray,Papua New Guinea,LMY
5979,Londolovit Airport,Londolovit,Papua New Guinea,LNV
5980,Losuia Airport,Losuia,Papua New Guinea,LSA
5981,Obo Airport,Obo,Papua New Guinea,OBX
5982,Balimo Airport,Balimo,Papua New Guinea,OPU
5983,Suki Airport,Suki,Papua New Guinea,SKC
5984,Tufi Airport,Tufi,Papua New Guinea,TFI
5985,Nuku Airport,Nuku,Papua New Guinea,UKU
5986,Baimuru Airport,Baimuru,Papua New Guinea,VMU
5987,Wipim Airport,Wipim,Papua New Guinea,WPM
5988,El Nido Airport,El Nido,Philippines,ENI
5989,Kalaupapa Airport,Molokai,United States,LUP
5990,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,ENT
5991,Matsu Nangan Airport,Matsu Islands,Taiwan,LZN
5992,Hengchun Airport,Hengchun,Taiwan,HCN
5993,Matsu Beigan Airport,Matsu Islands,Taiwan,MFK
5994,Kushiro Airport,Kushiro,Japan,KUH
5995,Okadama Airport,Sapporo,Japan,OKD
5996,Saga Airport,Saga,Japan,HSG
5997,Nagoya Airport,Nagoya,Japan,NKM
5998,Iwami Airport,Iwami,Japan,IWJ
5999,Fukushima Airport,Fukushima,Japan,FKS
6000,Odate Noshiro Airport,Odate Noshiro,Japan,ONJ
6001,Shonai Airport,Shonai,Japan,SYO
6002,Miyakejima Airport,Miyakejima,Japan,MYE
6003,Kunsan Air Base,Kunsan,South Korea,KUV
6004,Mokpo Heliport,Mokpo,South Korea,MPK
6005,Wonju Airport,Wonju,South Korea,WJU
6006,Yangyang International Airport,Sokcho / Gangneung,South Korea,YNY
6007,Sacheon Air Base,Sacheon,South Korea,HIN
6008,Cheongju International Airport,Chongju,South Korea,CJJ
6009,Subic Bay International Airport,Olongapo City,Philippines,SFS
6010,Cuyo Airport,Cuyo,Philippines,CYU
6011,Rajah Buayan Air Base,General Santos City,Philippines,\N
6012,Camiguin Airport,Camiguin,Philippines,CGM
6013,Jolo Airport,Jolo,Philippines,JOL
6014,Sanga Sanga Airport,Sanga Sanga,Philippines,SGS
6016,Surigao Airport,Sangley Point,Philippines,SUG
6017,Tandag Airport,Tandag,Philippines,TDG
6018,Naga Airport,Naga,Philippines,WNP
6019,Basco Airport,Basco,Philippines,BSO
6020,San Fernando Airport,San Fernando,Philippines,SFE
6021,Tuguegarao Airport,Tuguegarao,Philippines,TUG
6022,Virac Airport,Virac,Philippines,VRC
6023,Calbayog Airport,Calbayog City,Philippines,CYP
6024,Catarman National Airport,Catarman,Philippines,CRM
6025,Moises R. Espinosa Airport,Masbate,Philippines,MBT
6026,Roxas Airport,Roxas City,Philippines,RXS
6027,General Enrique Mosconi Airport,Tartagal,Argentina,TTG
6028,Las Heras Airport,Las Heras,Argentina,LHS
6029,Antoine De St Exupery Airport,San Antonio Oeste,Argentina,OES
6030,Lago Argentino Airport,El Calafate,Argentina,ING
6031,Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS
6032,Santa Teresita Airport,Santa Teresita,Argentina,SST
6033,Necochea Airport,Necochea,Argentina,NEC
6034,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO
6036,Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC
6037,Macaé Airport,Macaé,Brazil,MEA
6038,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,MII
6039,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC
6040,Santa Maria Airport,Santa Maria,Brazil,RIA
6041,Toledo Airport,Toledo,Brazil,TOW
6042,Ricardo García Posada Airport,El Salvador,Chile,ESR
6043,Pucón Airport,Pucon,Chile,ZPC
6044,Sorocaba Airport,Sorocaba,Brazil,SOD
6045,San Cristóbal Airport,San Cristóbal,Ecuador,SCY
6046,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH
6047,General Rivadeneira Airport,Esmeraldas,Ecuador,ESM
6048,Port Stanley Airport,Stanley,Falkland Islands,PSY
6049,Santa Ana Airport,Cartago,Colombia,CRC
6050,La Jagua Airport,Garzón,Colombia,GLJ
6051,Caucaya Airport,Puerto Leguízamo,Colombia,LQM
6052,La Pedrera Airport,La Pedrera,Colombia,LPD
6053,Reyes Murillo Airport,Nuquí,Colombia,NQU
6054,Obando Airport,Puerto Inírida,Colombia,PDA
6055,El Yopal Airport,Yopal,Colombia,EYP
6056,Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA
6057,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR
6058,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB
6059,Reyes Airport,Reyes,Bolivia,REY
6060,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ
6061,Zorg en Hoop Airport,Paramaribo,Suriname,ORG
6062,Mucuri Airport,Mucuri,Brazil,MVS
6063,Boorama Airport,Boorama,Somalia,BXX
6064,Gatokae Airport,Gatokae,Solomon Islands,GTA
6065,Caballococha Airport,Caballococha,Peru,LHC
6066,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA
6067,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU
6068,Maria Reiche Neuman Airport,Nazca,Peru,NZC
6069,Santa Rosa Airport,Santa Rosa,Brazil,SRA
6070,El Jagüel / Punta del Este Airport,Maldonado,Uruguay,MDO
6071,Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC
6072,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,VIG
6073,Ji-Paraná Airport,Ji-Paraná,Brazil,JPR
6074,Codrington Airport,Codrington,Antigua and Barbuda,BBQ
6075,La Désirade Airport,Grande Anse,Guadeloupe,DSD
6076,Baillif Airport,Basse Terre,Guadeloupe,BBR
6077,St-François Airport,St-François,Guadeloupe,SFC
6078,Les Bases Airport,Grand Bourg,Guadeloupe,GBJ
6079,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV
6080,Virgin Gorda Airport,Spanish Town,British Virgin Islands,VIJ
6081,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,BQU
6082,Union Island International Airport,Union Island,Saint Vincent and the Grenadines,UNI
6083,Kokshetau Airport,Kokshetau,Kazakhstan,KOV
6084,Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK
6085,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,DZN
6086,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK
6088,Kostanay West Airport,Kostanay,Kazakhstan,KSN
6089,Ganja Airport,Ganja,Azerbaijan,KVD
6090,Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ
6091,Chulman Airport,Neryungri,Russia,CNN
6092,Polyarny Airport,Yakutia,Russia,PYJ
6093,Chokurdakh Airport,Chokurdah,Russia,CKH
6094,Cherskiy Airport,Cherskiy,Russia,CYX
6095,Tiksi Airport,Tiksi,Russia,IKS
6096,Moyo Airport,Moyo,Uganda,OYG
6097,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,KXK
6098,Ugolny Airport,Anadyr,Russia,DYR
6099,Okhotsk Airport,Okhotsk,Russia,OHO
6100,Ujae Atoll Airport,Ujae Atoll,Marshall Islands,UJE
6101,Mariupol International Airport,Mariupol International,Ukraine,MPW
6102,Luhansk International Airport,Lugansk,Ukraine,VSG
6103,Zaporizhzhia International Airport,Zaporozhye,Ukraine,OZH
6104,Kryvyi Rih International Airport,Krivoy Rog,Ukraine,KWG
6105,Kharkiv International Airport,Kharkov,Ukraine,HRK
6106,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,IFO
6107,Chernivtsi International Airport,Chernovtsk,Ukraine,CWC
6108,Rivne International Airport,Rivne,Ukraine,RWN
6109,Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ
6110,Solovki Airport,Solovetsky Islands,Russia,CSH
6111,Cherepovets Airport,Cherepovets,Russia,CEE
6112,Amderma Airport,Amderma,Russia,AMV
6113,Kotlas Airport,Kotlas,Russia,KSZ
6114,Petrozavodsk Airport,Petrozavodsk,Russia,PES
6115,Hrodna Airport,Hrodna,Belarus,GNA
6116,Mogilev Airport,Mogilev,Belarus,MVQ
6117,Yeniseysk Airport,Yeniseysk,Russia,EIE
6118,Kyzyl Airport,Kyzyl,Russia,KYZ
6119,Spichenkovo Airport,Novokuznetsk,Russia,NOZ
6120,Khatanga Airport,Khatanga,Russia,HTG
6121,Igarka Airport,Igarka,Russia,IAA
6122,Khankala Air Base,Grozny,Russia,GRV
6123,Nalchik Airport,Nalchik,Russia,NAL
6124,Beslan Airport,Beslan,Russia,OGZ
6125,Elista Airport,Elista,Russia,ESL
6126,Aleknagik / New Airport,Aleknagik,United States,WKK
6127,Brookings Regional Airport,Brookings,United States,BKX
6128,Mercer County Airport,Bluefield,United States,BLF
6129,Kearney Municipal Airport,Kearney,United States,EAR
6130,Mid Delta Regional Airport,Greenville,United States,GLH
6131,Laughlin-Bullhead Intl,Bullhead,United States,IFP
6132,Kingman Airport,Kingman,United States,IGM
6133,Tri Cities Airport,Pasco,United States,PSC
6134,Akutan Seaplane Base,Akutan,United States,KQA
6135,Grant County Airport,Silver City,United States,SVC
6136,Lopez Island Airport,Lopez,United States,LPS
6137,Salekhard Airport,Salekhard,Russia,SLY
6138,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,HMA
6139,Nyagan Airport,Nyagan,Russia,NYA
6140,Sovetskiy Airport,Sovetskiy,Russia,OVS
6141,Izhevsk Airport,Izhevsk,Russia,IJK
6142,Pobedilovo Airport,Kirov,Russia,KVX
6143,Nadym Airport,Nadym,Russia,NYM
6144,Raduzhny Airport,Raduzhnyi,Russia,RAT
6145,Nefteyugansk Airport,Nefteyugansk,Russia,NFG
6146,Kurgan Airport,Kurgan,Russia,KRO
6147,Khudzhand Airport,Khudzhand,Tajikistan,LBD
6148,Andizhan Airport,Andizhan,Uzbekistan,AZN
6149,Fergana International Airport,Fergana,Uzbekistan,FEG
6150,Namangan Airport,Namangan,Uzbekistan,NMA
6151,Nukus Airport,Nukus,Uzbekistan,NCU
6152,Urgench Airport,Urgench,Uzbekistan,UGC
6153,Karshi Khanabad Airport,Khanabad,Uzbekistan,KSQ
6154,Termez Airport,Termez,Uzbekistan,TMJ
6155,Staroselye Airport,Rybinsk,Russia,RYB
6156,Belgorod International Airport,Belgorod,Russia,EGO
6157,Kursk East Airport,Kursk,Russia,URS
6158,Lipetsk Airport,Lipetsk,Russia,LPK
6159,Vorkuta Airport,Vorkuta,Russia,VKT
6160,Bugulma Airport,Bugulma,Russia,UUA
6161,Yoshkar-Ola Airport,Yoshkar-Ola,Russia,JOK
6162,Cheboksary Airport,Cheboksary,Russia,CSY
6163,Ulyanovsk East Airport,Ulyanovsk,Russia,ULY
6164,Orsk Airport,Orsk,Russia,OSW
6165,Penza Airport,Penza,Russia,PEZ
6166,Saransk Airport,Saransk,Russia,SKX
6167,Balakovo Airport,Balakovo,Russia,BWO
6168,Hubli Airport,Hubli,India,HBX
6169,Koggala Airport,Koggala,Sri Lanka,KCT
6170,Weerawila Airport,Wirawila,Sri Lanka,WRZ
6171,Battambang Airport,Battambang,Cambodia,BBM
6172,Shillong Airport,Shillong,India,SHL
6173,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU
6174,Dimapur Airport,Dimapur,India,DMU
6175,Tezpur Airport,Tezpur,India,TEZ
6176,Barisal Airport,Barisal,Bangladesh,BZL
6177,Ban Huoeisay Airport,Huay Xai,Laos,OUI
6178,Kontum Airport,Kontum,Vietnam,KON
6179,Bharatpur Airport,Bharatpur,Nepal,BHR
6180,Bhadrapur Airport,Chandragarhi,Nepal,BDP
6181,Meghauli Airport,Meghauli,Nepal,MEY
6182,Nepalgunj Airport,Nepalgunj,Nepal,KEP
6183,Gan International Airport,Gan Island,Maldives,GAN
6184,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,HAQ
6185,Kadhdhoo Airport,Laamu Atoll,Maldives,KDO
6186,Mae Sot Airport,Tak,Thailand,MAQ
6187,Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV
6188,Cat Bi International Airport,Haiphong,Vietnam,HPH
6189,Cam Ranh Airport,Nha Trang,Vietnam,CXR
6190,Co Ong Airport,Conson,Vietnam,VCS
6191,Can Tho International Airport,Can Tho,Vietnam,VCA
6192,Dien Bien Phu Airport,Dienbienphu,Vietnam,DIN
6193,Phu Cat Airport,Phucat,Vietnam,UIH
6194,Pleiku Airport,Pleiku,Vietnam,PXU
6195,Vinh Airport,Vinh,Vietnam,VII
6196,Banmaw Airport,Banmaw,Burma,BMO
6197,Dawei Airport,Dawei,Burma,TVY
6198,Kawthoung Airport,Kawthoung,Burma,KAW
6199,Loikaw Airport,Loikaw,Burma,LIW
6200,Mawlamyine Airport,Mawlamyine,Burma,MNU
6201,Pathein Airport,Pathein,Burma,BSX
6202,Pakhokku Airport,Pakhokku,Burma,PKK
6203,Sumbawa Besar Airport,Sumbawa Island,Indonesia,SWQ
6204,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC
6205,Bokondini Airport,Bokondini-Papua Island,Indonesia,BUI
6206,Senggeh Airport,Senggeh-Papua Island,Indonesia,SEH
6207,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia,TJS
6208,Datadawai Airport,Datadawai-Borneo Island,Indonesia,DTD
6209,Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ
6210,Warukin Airport,Tanjung-Borneo Island,Indonesia,TJG
6211,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,SMQ
6212,Dumatumbun Airport,Langgur-Kei Islands,Indonesia,LUV
6213,Mali Airport,Alor Island,Indonesia,ARD
6214,Belaga Airport,Belaga,Malaysia,BLG
6215,Long Lellang Airport,Long Datih,Malaysia,LGL
6216,Long Seridan Airport,Long Seridan,Malaysia,ODN
6217,Mukah Airport,Mukah,Malaysia,MKM
6218,Bakalalan Airport,Bakalalan,Malaysia,BKM
6219,Lawas Airport,Lawas,Malaysia,LWY
6220,Bario Airport,Bario,Malaysia,BBN
6221,Tomanggong Airport,Tomanggong,Malaysia,TMG
6222,Kudat Airport,Kudat,Malaysia,KUD
6223,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,TKG
6224,Halim Perdanakusuma International Airport,Jakarta,Indonesia,HLP
6225,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,NTX
6226,Pangsuma Airport,Putussibau-Borneo Island,Indonesia,PSU
6227,Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG
6228,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,PDO
6229,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Indonesia,LSW
6230,Pulau Pangkor Airport,Pangkor Island,Malaysia,PKG
6231,Stagen Airport,Laut Island,Indonesia,KBU
6232,Long Bawan Airport,Long Bawan-Borneo Island,Indonesia,LBW
6233,Nunukan Airport,Nunukan-Nunukan Island,Indonesia,NNX
6234,Long Apung Airport,Long Apung-Borneo Island,Indonesia,LPU
6235,Albany Airport,Albany,Australia,ALH
6236,Argyle Airport,Argyle,Australia,GYL
6237,Aurukun Airport,Aurukun,Australia,AUU
6238,Barcaldine Airport,Barcaldine,Australia,BCI
6239,Badu Island Airport,Badu Island,Australia,BDD
6240,Birdsville Airport,Birdsville,Australia,BVI
6241,Broken Hill Airport,Broken Hill,Australia,BHQ
6242,Hamilton Island Airport,Hamilton Island,Australia,HTI
6243,Bedourie Airport,Bedourie,Australia,BEU
6244,Bourke Airport,Bourke,Australia,BRK
6245,Burketown Airport,Burketown,Australia,BUC
6246,Boigu Airport,Boigu,Australia,GIC
6247,Oakey Airport,Oakey,Australia,OKY
6248,Boulia Airport,Boulia,Australia,BQL
6249,Bathurst Airport,Bathurst,Australia,BHS
6250,Blackwater Airport,Blackwater,Australia,BLT
6251,Carnarvon Airport,Carnarvon,Australia,CVQ
6252,Cobar Airport,Cobar,Australia,CAZ
6253,Coober Pedy Airport,Coober Pedy,Australia,CPD
6254,Coconut Island Airport,Coconut Island,Australia,CNC
6255,Cloncurry Airport,Cloncurry,Australia,CNJ
6256,Ceduna Airport,Ceduna,Australia,CED
6257,Cooktown Airport,Cooktown,Australia,CTN
6258,Cunnamulla Airport,Cunnamulla,Australia,CMA
6259,Coonamble Airport,Coonamble,Australia,CNB
6260,Coen Airport,Coen,Australia,CUQ
6261,Cooma Snowy Mountains Airport,Cooma,Australia,OOM
6262,Doomadgee Airport,Doomadgee,Australia,DMD
6263,Darnley Island Airport,Darnley Island,Australia,NLF
6264,Devonport Airport,Devonport,Australia,DPO
6265,Elcho Island Airport,Elcho Island,Australia,ELC
6266,Esperance Airport,Esperance,Australia,EPR
6267,Flinders Island Airport,Flinders Island,Australia,FLS
6268,Geraldton Airport,Geraldton,Australia,GET
6269,Gladstone Airport,Gladstone,Australia,GLT
6270,Groote Eylandt Airport,Groote Eylandt,Australia,GTE
6271,Griffith Airport,Griffith,Australia,GFF
6272,Horn Island Airport,Horn Island,Australia,HID
6273,Hooker Creek Airport,Hooker Creek,Australia,HOK
6274,Mount Hotham Airport,Mount Hotham,Australia,MHU
6275,Hughenden Airport,Hughenden,Australia,HGD
6276,Julia Creek Airport,Julia Creek,Australia,JCK
6277,Kalbarri Airport,Kalbarri,Australia,KAX
6278,King Island Airport,King Island,Australia,KNS
6279,Kalkgurung Airport,Kalkgurung,Australia,KFG
6280,Karumba Airport,Karumba,Australia,KRB
6281,Kowanyama Airport,Kowanyama,Australia,KWM
6282,Kubin Airport,Kubin,Australia,KUG
6283,Leonora Airport,Leonora,Australia,LNO
6284,Lake Evella Airport,Lake Evella,Australia,LEL
6285,Lord Howe Island Airport,Lord Howe Island,Australia,LDH
6286,Lockhart River Airport,Lockhart River,Australia,IRG
6287,Lismore Airport,Lismore,Australia,LSY
6288,Lightning Ridge Airport,Lightning Ridge,Australia,LHG
6289,Longreach Airport,Longreach,Australia,LRE
6290,Leinster Airport,Leinster,Australia,LER
6291,Laverton Airport,Laverton,Australia,LVO
6292,Mabuiag Island Airport,Mabuiag Island,Australia,UBB
6293,Meekatharra Airport,Meekatharra,Australia,MKR
6294,Merimbula Airport,Merimbula,Australia,MIM
6295,Milingimbi Airport,Milingimbi,Australia,MGT
6296,Maningrida Airport,Maningrida,Australia,MNG
6297,McArthur River Mine Airport,McArthur River Mine,Australia,MCV
6298,Mildura Airport,Mildura,Australia,MQL
6299,Mount Magnet Airport,Mount Magnet,Australia,MMG
6300,Moree Airport,Moree,Australia,MRZ
6301,Moranbah Airport,Moranbah,Australia,MOV
6302,Moruya Airport,Moruya,Australia,MYA
6303,Mount Gambier Airport,Mount Gambier,Australia,MGB
6304,Mornington Island Airport,Mornington Island,Australia,ONG
6305,Murray Island Airport,Murray Island,Australia,MYI
6306,Maryborough Airport,Maryborough,Australia,MBH
6307,Narrandera Airport,Narrandera,Australia,NRA
6308,Narrabri Airport,Narrabri,Australia,NAA
6309,Normanton Airport,Normanton,Australia,NTN
6310,Newman Airport,Newman,Australia,ZNE
6311,Olympic Dam Airport,Olympic Dam,Australia,OLP
6312,Port Augusta Airport,Argyle,Australia,PUG
6313,Palm Island Airport,Palm Island,Australia,PMK
6314,Paraburdoo Airport,Paraburdoo,Australia,PBO
6315,Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands,CCK
6316,Gove Airport,Gove,Australia,GOV
6317,Parkes Airport,Parkes,Australia,PKE
6318,Port Lincoln Airport,Port Lincoln,Australia,PLO
6319,Pormpuraaw Airport,Pormpuraaw,Australia,EDR
6320,Port Macquarie Airport,Port Macquarie,Australia,PQQ
6321,Portland Airport,Portland,Australia,PTJ
6322,Quilpie Airport,Quilpie,Australia,ULP
6323,Ramingining Airport,Ramingining,Australia,RAM
6324,Roma Airport,Roma,Australia,RMA
6325,St George Airport,St George,Australia,SGO
6326,Shark Bay Airport,Shark Bay,Australia,MJK
6327,Saibai Island Airport,Saibai Island,Australia,SBR
6328,Strahan Airport,Strahan,Australia,SRN
6329,Thargomindah Airport,Thargomindah,Australia,XTG
6330,Tennant Creek Airport,Tennant Creek,Australia,TCA
6331,Victoria River Downs Airport,Victoria River Downs,Australia,VCD
6332,Warraber Island Airport,Sue Islet,Australia,SYU
6333,Windorah Airport,Windorah,Australia,WNR
6334,Whyalla Airport,Whyalla,Australia,WYA
6335,Wiluna Airport,Wiluna,Australia,WUN
6336,Wollongong Airport,Wollongong,Australia,WOL
6337,Winton Airport,Winton,Australia,WIN
6338,Wynyard Airport,Burnie,Australia,BWT
6339,Yorke Island Airport,Yorke Island,Australia,OKR
6340,Yam Island Airport,Yam Island,Australia,XMY
6341,Beijing Nanyuan Airport,Beijing,China,NAY
6342,Chifeng Airport,Chifeng,China,CIF
6343,Changzhi Airport,Changzhi,China,CIH
6344,Datong Airport,Datong,China,DAT
6345,Baita International Airport,Hohhot,China,HET
6346,Baotou Airport,Baotou,China,BAV
6347,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW
6348,Tongliao Airport,Tongliao,China,TGO
6349,Ulanhot Airport,Ulanhot,China,HLH
6350,Xilinhot Airport,Xilinhot,China,XIL
6351,Beihai Airport,Beihai,China,BHY
6352,Changde Airport,Changde,China,CGD
6353,Dayong Airport,Dayong,China,DYG
6354,Meixian Airport,Meixian,China,MXZ
6355,Zhuhai Jinwan Airport,Zhuhai,China,ZUH
6356,Liuzhou Bailian Airport,Liuzhou,China,LZH
6357,Zhanjiang Airport,Zhanjiang,China,ZHA
6358,Enshi Airport,Enshi,China,ENH
